"Position","Drug Name","Reference Type","Primary Reference","Secondary Reference","Drug Detail Link","Primary Reference Link","Secondary Reference Link"
152,"indian saffron","Other","Herbs of Commerce (McGuffin et al., 2000)","Indian Med. Pl. Database (TDU, 2020)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=indian+saffron&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=6369&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
153,"indian saffrong","Other","WHO Monog. Med. Pl. 1 (WHO, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=indian+saffrong&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
154,"indian-saffron","Other","GRIN Report: World Economic Pl. (Wiersema & León, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=indian-saffron&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=1180&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
155,"irattankam","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=irattankam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
156,"irattiri","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=irattiri&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
157,"jagent","Other","Unani Pharmacop. India (2007-2008)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=jagent&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8390&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
158,"java turmeric","Other","Kew's Economic Botany Collection (RBG, Kew, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=java+turmeric&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100220&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
159,"jayanti","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=jayanti&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
160,"jiang huang","Other","Herbs of Commerce (McGuffin et al., 2000)","Illus. Chinese Materia Medica (Wu, 2005)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=jiang+huang&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=6369&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100170&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
161,"jianghuang","Other","Hong Kong Chinese Materia Med. Standards (2014)","Med. Pl. Used by Maonan People in China (Hong et al., 2015)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=jianghuang&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8885&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100196&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
162,"jiânghuan","Other","WHO Monog. Med. Pl. 1 (WHO, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=ji%C3%A2nghuan&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
163,"jiāng huáng","Other","Polyglot Asian Med.: Malay Subset (Stanley-Baker, 2022)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=ji%C4%81ng+hu%C3%A1ng&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100268&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
164,"jiānghuáng","Other","Med. Pl. in China (WHO, 1997)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=ji%C4%81nghu%C3%A1ng&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8354&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
165,"jvarantika","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=jvarantika&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
166,"kaanchani","Other","Indian Med. Pl. Dictionary (Khare, 2007)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kaanchani&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100407&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
167,"kacamaram","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kacamaram&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
168,"kacarppam","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kacarppam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
169,"kacayar","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kacayar&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
170,"kaha","Other","Ayurvedic Med. Pl. of Sri Lanka (Samarasuriya et al., 2020)","Trad. Med. in Sri Lanka (Kankanamalage et al., 2014)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kaha&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100221&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100412&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
171,"kaka","Other","Kew's Economic Botany Collection (RBG, Kew, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kaka&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100220&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
172,"kakacani","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kakacani&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
173,"kakoenji","Other","Duke's Ethnobot. DB: Ethnobot. (USDA, 1992-2016)","WHO Monog. Med. Pl. 1 (WHO, 1999)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kakoenji&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100463&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
174,"kaleyakam","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kaleyakam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
175,"kalo haledo","Other","WHO Monog. Med. Pl. 1 (WHO, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kalo+haledo&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
176,"kanakavarni","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kanakavarni&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
177,"kanatteru","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kanatteru&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
178,"kancani","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kancani&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
179,"kanchani","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kanchani&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
180,"kantapalacikam","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kantapalacikam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
181,"kappu mancal","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kappu+mancal&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
182,"karccurakam","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=karccurakam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
183,"kari manjal","Other","Demand & Supply of Med. Pl. in India (Ved et al., 2008)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kari+manjal&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8547&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
184,"karimancal","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=karimancal&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
185,"kariri","Other","Polyglot Asian Med.: Abui Subset (Stanley-Baker, 2022)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kariri&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100267&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
186,"karrakum","Other","Med. Pl. Used by Women in Mecca (Alqethami et al., 2017)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=karrakum&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100273&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
187,"katankateri","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=katankateri&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
188,"katuppu","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=katuppu&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
189,"kaveri","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kaveri&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
190,"khamin","Other","ASEAN Herbal and Med. Pl. (Mat Ali et al., 2010)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=khamin&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100437&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
191,"khamin chan","Other","Pl. Used in Phatthalung Province, Thailand (Maneenoon et al., 2015)","WHO Monog. Med. Pl. 1 (WHO, 1999)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=khamin+chan&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100253&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
192,"khaminchan","Other","WHO Monog. Med. Pl. 1 (WHO, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=khaminchan&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
193,"khanada","Other","Unani Pharmacop. India (2007-2008)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=khanada&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8390&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
194,"khi min","Other","Trade Liberal. in Med. Pl. & Spices, Lao (Sydara, 2007)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=khi+min&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100430&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
195,"khi min kheun","Other","Med. Pl. of Lao P.D.R. (Sydara et al., 2014)","Trade Liberal. in Med. Pl. & Spices, Lao (Sydara, 2007)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=khi+min+kheun&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100326&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100430&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
196,"kiko eea","Other","WHO Monog. Med. Pl. 1 (WHO, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kiko+eea&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
197,"kilunga kuku","Other","Handbook African Med. Pl. (Iwu, 1993)","WHO Monog. Med. Pl. 1 (WHO, 1999)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kilunga+kuku&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=2095&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
198,"kingondi","Other","Useful Pl. of Kongo C Province, Vol. 1-2 (Latham & ku Mbuta, 2017)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kingondi&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100248&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
199,"kirucan","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kirucan&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
200,"kirucanatitam","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kirucanatitam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
201,"kitambwe","Other","Handbook African Med. Pl. (Iwu, 1993)","WHO Monog. Med. Pl. 1 (WHO, 1999)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kitambwe&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=2095&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
202,"koening","Other","WHO Monog. Med. Pl. 1 (WHO, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=koening&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
203,"koenit","Other","WHO Monog. Med. Pl. 1 (WHO, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=koenit&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
204,"koenjet","Other","Duke's Ethnobot. DB: Ethnobot. (USDA, 1992-2016)","WHO Monog. Med. Pl. 1 (WHO, 1999)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=koenjet&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100463&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
205,"kondin","Other","Duke's Ethnobot. DB: Ethnobot. (USDA, 1992-2016)","WHO Monog. Med. Pl. 1 (WHO, 1999)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kondin&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100463&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
206,"kooneit","Other","WHO Monog. Med. Pl. 1 (WHO, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kooneit&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
207,"krimighna","Other","Indian Med. Pl. Dictionary (Khare, 2007)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=krimighna&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100407&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
208,"krimighni","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=krimighni&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
209,"ksanada","Other","Indian Med. Pl. Database (TDU, 2020)","Siddha Pharmacop. India, Vol. 1 (2008)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=ksanada&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8874&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
210,"kshanada","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kshanada&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
211,"kshanda","Other","Indian Med. Pl. Dictionary (Khare, 2007)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kshanda&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100407&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
212,"kshapa","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kshapa&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
213,"kumkum","Other","Indian Med. Pl. Database (TDU, 2020)","Polyglot Asian Med.: Malay Subset (Stanley-Baker, 2022)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kumkum&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100268&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
214,"kunir","Other","Duke's Ethnobot. DB: Ethnobot. (USDA, 1992-2016)","Polyglot Asian Med.: Malay Subset (Stanley-Baker, 2022)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kunir&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100463&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100268&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
215,"kunir bentis","Other","Duke's Ethnobot. DB: Ethnobot. (USDA, 1992-2016)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kunir+bentis&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100463&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
216,"kunyir","Other","Polyglot Asian Med.: Malay Subset (Stanley-Baker, 2022)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kunyir&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100268&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
217,"kunyit","Other","ASEAN Herbal and Med. Pl. (Mat Ali et al., 2010)","Duke's Ethnobot. DB: Ethnobot. (USDA, 1992-2016)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kunyit&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100437&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100463&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
218,"kunyit betul","Other","Polyglot Asian Med.: Malay Subset (Stanley-Baker, 2022)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kunyit+betul&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100268&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
219,"kunyit biasa","Other","ASEAN Herbal and Med. Pl. (Mat Ali et al., 2010)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kunyit+biasa&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100437&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
220,"kunyit likau","Other","Polyglot Asian Med.: Malay Subset (Stanley-Baker, 2022)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kunyit+likau&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100268&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
221,"kunyit makan","Other","Polyglot Asian Med.: Malay Subset (Stanley-Baker, 2022)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kunyit+makan&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100268&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
222,"kunyit putih","Other","Polyglot Asian Med.: Malay Subset (Stanley-Baker, 2022)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kunyit+putih&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100268&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
223,"kurcum","Other","Handbook of Arabian Med. Pl. (Ghazanfar, 1994)","WHO Monog. Med. Pl. 1 (WHO, 1999)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kurcum&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100215&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
224,"kurkum","Other","Handbook of Arabian Med. Pl. (Ghazanfar, 1994)","Indian Med. Pl. Database (TDU, 2020)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kurkum&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100215&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
225,"kurkuma","Other","GRIN Report: World Economic Pl. (Wiersema & León, 1999)","Med. Pl. of the World (Wyk & Wink, 2004)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kurkuma&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=1180&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=7279&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
226,"kurkuma uzum","Other","Duke's Ethnobot. DB: Ethnobot. (USDA, 1992-2016)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kurkuma+uzum&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100463&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
227,"kurkumawurzelstock","Other","WHO Monog. Med. Pl. 1 (WHO, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kurkumawurzelstock&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
